action_counter_0,action_counter_1,action_counter_2,fruits_eaten,mean_reward,sum_episode_rewards,termination_reason,timesteps_survived
2,3,3,0,-0.125,-1,hit_wall,8
7,18,13,0,-0.02631578947368421,-1,hit_wall,38
3,11,7,0,-0.047619047619047616,-1,hit_wall,21
8,10,26,0,-0.022727272727272728,-1,hit_wall,44
4,7,14,0,-0.04,-1,hit_wall,25
8,3,4,0,-0.06666666666666667,-1,hit_wall,15
5,7,8,0,-0.05,-1,hit_wall,20
10,12,19,1,0.07317073170731707,3,hit_wall,41
14,29,21,1,0.046875,3,hit_wall,64
5,6,5,0,-0.0625,-1,hit_wall,16
5,18,12,0,-0.02857142857142857,-1,hit_wall,35
4,8,11,0,-0.043478260869565216,-1,hit_wall,23
5,6,5,0,-0.0625,-1,hit_wall,16
8,3,6,0,-0.058823529411764705,-1,hit_wall,17
19,20,17,0,-0.017857142857142856,-1,hit_wall,56
4,3,3,0,-0.1,-1,hit_wall,10
7,6,7,0,-0.05,-1,hit_wall,20
5,10,5,0,-0.05,-1,hit_wall,20
5,8,5,0,-0.05555555555555555,-1,hit_wall,18
6,4,4,0,-0.07142857142857142,-1,hit_wall,14
16,15,17,0,-0.020833333333333332,-1,hit_wall,48
3,4,3,0,-0.1,-1,hit_wall,10
7,3,2,0,-0.08333333333333333,-1,hit_wall,12
1,8,7,0,-0.0625,-1,hit_wall,16
6,3,6,0,-0.06666666666666667,-1,hit_wall,15
4,2,2,1,0.375,3,hit_wall,8
12,10,10,1,0.09375,3,hit_wall,32
7,10,6,0,-0.043478260869565216,-1,hit_wall,23
14,10,5,0,-0.034482758620689655,-1,hit_wall,29
24,14,23,0,-0.01639344262295082,-1,hit_wall,61
18,23,19,1,0.05,3,hit_wall,60
18,9,8,0,-0.02857142857142857,-1,hit_wall,35
20,19,17,1,0.05357142857142857,3,hit_wall,56
13,14,20,0,-0.02127659574468085,-1,hit_wall,47
8,12,9,0,-0.034482758620689655,-1,hit_wall,29
